id,ps_x,ps_y,ps_orient,ps_vp,ps_vc,ps_of1,ps_of2,ps_of3,ps_det,ps_col,sivic_x,sivic_y,sivic_orient,sivic_vp,sivic_vc,sivic_of1,sivic_of2,sivic_of3,sivic_det,sivic_col,sivic_conf,theory_of1,big_diff
72,31.755884,45.059487,127.690589,1.733906,10.827803,0.063077,4,0.013025,0,1,250.944116,306.690513,-52.309411,1.733906,38.980091,1.207828,0.334521,0.384262,1,1,0.15,2.172998,0
73,31.757403,45.861173,86.356629,1.972114,18.693686,0.43767,0.054536,0,1,1,250.942597,305.888827,-93.643371,1.972114,67.29727,0.126487,0.171771,2.718837,1,1,0.3,3.900777,0
74,31.760502,44.394851,120.643408,4.661148,22.998545,0.627088,0.06345,0,0,1,250.939498,307.355149,-59.356592,4.661148,82.794762,0.682877,4,0.638136,0,1,0.65,2.800608,0
75,31.769591,46.824935,124.420717,1.162855,14.040913,0.117441,0.109715,0,1,1,250.930409,304.925065,-55.579283,1.162855,50.547287,0.745158,0.119395,0.577208,1,1,0.15,1.781399,0
76,31.774016,46.755155,124.602448,1.156054,14.14262,0.065805,0.145397,0,0,1,250.925984,304.994845,-55.397552,1.156054,50.913432,0.793667,0.190069,0.731015,1,1,0.15,1.861133,0
77,31.777053,45.059403,127.620704,1.734961,10.824467,0.069259,4,0.062491,0,1,250.922947,306.690597,-52.379296,1.734961,38.968081,1.211084,0.238162,0.346975,1,1,0.2,2.173579,0
78,31.789433,45.98042,86.321161,1.976271,18.698953,0.565317,0.054033,0,1,1,250.910567,305.76958,-93.678839,1.976271,67.316231,0.260803,0.302513,2.591638,1,1,0.35,3.77866,0
79,31.804521,47.957846,151.833141,1.005105,14.169384,0.177146,0.066538,0,1,1,250.895479,303.792154,-28.166859,1.005105,51.009782,0.822794,4,0.411974,0,1,0.25,0.122471,0
80,31.812299,47.854278,150.541214,1,14.311434,0.096194,0.094965,0,0,1,250.887701,303.895722,-29.458786,1,51.521162,0.978357,4,0.024706,0,1,0.3,0.274088,0
81,31.829272,45.1447,130.615772,1.734713,10.447887,0.0517,4,0.078253,0,1,250.870728,306.6053,-49.384228,1.734713,37.612393,1.289954,0.238162,0.107138,1,1,0.2,1.791837,0
82,31.830467,45.146315,130.515167,1.735047,10.442082,0.015625,4,0.063413,0,1,250.869533,306.603685,-49.484833,1.735047,37.591495,1.291125,0.33451,0.091691,1,1,0.1,1.794904,0
83,31.831342,45.144485,130.542909,1.735045,10.443055,0.016863,4,0.06685,0,1,250.868658,306.605515,-49.457091,1.735045,37.594998,1.291176,0.33451,0.099903,1,1,0.2,1.795025,0
84,31.831464,45.150733,130.395912,1.735069,10.411632,0.044428,0.096411,0.050009,1,1,250.868536,306.599267,-49.604088,1.735069,37.481875,1.276915,0.180238,0.054314,1,1,0.1,1.790722,0
85,31.833423,44.747978,117.154786,2.75691,15.04582,0.747252,0.071483,0,1,1,250.866577,307.002022,-62.845214,2.75691,54.164952,0.695126,4,1.011216,0,0,0.65,2.955518,0
86,31.839908,44.065403,115.563213,4.956673,23.820444,0.758408,0.042164,0,0,1,250.860092,307.684597,-64.436787,4.956673,85.753598,0.7533,4,1.774867,0,1,0.85,3.517503,0
87,31.859496,44.761781,119.553996,2.846017,14.967586,0.787951,0.067315,0,1,1,250.840504,306.988219,-60.446004,2.846017,53.88331,0.65201,0.215352,0.222483,0,0,0.4,2.665749,0
88,31.939328,46.15955,123.694542,1.253154,12.839357,0.178548,0.091441,0,1,1,250.760672,305.59045,-56.305458,1.253154,46.221685,1.000599,0.28639,0.25381,1,1,0.15,2.238191,0
89,31.941803,46.097677,123.992846,1.254404,12.748866,0.230011,0.08403,0,1,1,250.758197,305.652323,-56.007154,1.254404,45.895918,1.083925,0.208285,0.161619,1,1,0.1,2.274776,0
90,31.995332,47.777156,132.781581,1,15.913401,0.402596,0.066632,0,1,1,250.704668,303.972844,-47.218419,1,57.288244,0.62918,0.190106,0.587585,1,1,0.25,0.916783,0
91,32.209304,47.096511,131.636657,1,13.611402,0.057565,0.151441,0,0,1,250.490696,304.653489,-48.363343,1,49.001047,0.943215,0.212687,0.587055,1,1,0.2,1.41198,0
92,32.496708,42.83886,64.979664,5,23.064665,1.066616,0.060255,0,0,1,250.203292,308.91114,-115.020336,5,83.032794,1.098215,0.249921,0.70499,1,0,0.2,3.431053,0
93,32.500963,42.802307,65.092678,5,23.062085,1.035976,0.058215,0.024341,0,1,250.199037,308.947693,-114.907322,5,83.023506,1.07171,0.249921,0.715954,1,0,0.2,3.481292,0
94,32.658611,41.282615,80.890254,5,23.458438,0.38327,0.107366,0.073629,0,1,250.041389,310.467385,-99.109746,5,84.450377,1.528572,0.204073,4.515838,1,1,0.15,7.314841,0
95,32.66319,41.28462,80.896156,5,23.455762,0.381535,0.107611,0.030836,0,1,250.03681,310.46538,-99.103844,5,84.440743,0.958636,0.204073,4.471198,1,1,0.15,7.313347,0
96,32.846243,41.338043,80.741079,5,23.473035,0.317951,0.066736,0.326271,0,1,249.853757,310.411957,-99.258921,5,84.502926,0.548263,4,3.273333,0,1,0.25,7.229799,0
97,32.850822,41.340048,80.74698,5,23.470359,0.318124,0.066962,0.284185,0,1,249.849178,310.409952,-99.25302,5,84.493292,0.547041,4,3.249306,0,1,0.2,7.228267,0
98,33.925116,42.998749,121.063135,3.405868,15.199568,0.060816,4,0.084998,0,1,248.774884,308.751251,-58.936865,3.405868,54.718445,0.248812,4,0.564205,0,1,0.5,3.693376,0
99,33.928506,42.990691,121.063031,3.405851,15.19629,0.061702,4,0.06935,0,1,248.771494,308.759309,-58.936969,3.405851,54.706644,0.251022,4,0.550514,0,1,0.6,3.700485,0
100,33.971789,42.998624,121.063682,3.407557,15.209523,0.080057,4,0.02437,0,1,248.728211,308.751376,-58.936318,3.407557,54.754283,0.278768,4,0.495441,0,1,0.4,3.689245,0
101,33.994663,45.29949,123.175772,1.339764,10.816894,0.194541,0.101286,0.063898,1,1,248.705337,306.45051,-56.824228,1.339764,38.940818,1.364771,0.286358,0.654728,1,1,0.15,2.608002,0
102,34.264346,43.373041,120.919933,3.397819,15.104458,0.512333,0.0631,0.114586,0,1,248.435654,308.376959,-59.080067,3.397819,54.376049,0.662406,4,0.599163,0,0,0.6,3.291642,0
103,34.269562,43.371702,120.918809,3.39726,15.10446,0.511172,0.063422,0.103312,0,1,248.430438,308.378298,-59.081191,3.39726,54.376056,0.663012,4,0.588937,0,0,0.35,3.293025,0
104,34.416691,42.074033,85.535587,5,24.106482,0.520768,0.05871,0.267227,0,1,248.283309,309.675967,-94.464413,5,86.783335,0.614023,0.080649,1.21199,1,1,0.3,7.224108,0
105,34.601446,44.829161,131.691391,2.326665,13.497371,0.047618,0.074694,0.027986,1,1,248.098554,306.920839,-48.308609,2.326665,48.590536,0.633961,4,0.636025,0,1,0.5,1.647968,0
106,34.698025,42.973422,121.02308,3.369164,15.087821,0.151188,4,0.015242,0,1,248.001975,308.776578,-58.97692,3.369164,54.316156,0.351843,4,0.621942,0,1,0.75,3.657683,0
107,34.902167,40.752376,75.292347,5,22.67634,0.140412,0.091616,0.133859,0,1,247.797833,310.997624,-104.707653,5,81.634824,0.413612,0.281469,1.401652,1,1,0.25,6.74714,0
108,34.942659,44.425828,123.206027,2.540603,15.790215,0.037203,4,0.059374,0,1,247.757341,307.324172,-56.793973,2.540603,56.844774,0.126367,4,0.567131,0,1,0.9,2.852218,0
109,35.020326,44.41529,122.862061,2.539258,15.709958,0.014777,4,0.13698,0,1,247.679674,307.33471,-57.137939,2.539258,56.555849,0.2549,4,0.2073,0,1,0.4,2.871851,0
110,35.109856,44.238104,113.387592,2.494926,14.854176,0.524254,0.128171,0,1,1,247.590144,307.511896,-66.612408,2.494926,53.475034,0.593623,0.215352,0.391967,0,0,0.4,3.727511,0
111,35.111028,44.967579,87.223838,1.784548,17.903301,0.313203,0.060105,0.209925,1,1,247.588972,306.782421,-92.776162,1.784548,64.451884,0.467296,0.119417,3.204408,1,1,0.15,4.844105,0
112,35.121348,44.181883,113.43773,2.507703,14.860584,0.490244,0.223397,0,0,1,247.578652,307.568117,-66.56227,2.507703,53.498102,0.56842,4,0.409014,0,0,0.7,3.770471,0
113,35.155177,44.602897,108.354557,2.2044,14.17896,0.757017,0.071032,0,1,1,247.544823,307.147103,-71.645443,2.2044,51.044256,0.730347,0.215352,0.464399,0,0,0.2,3.893802,0
114,35.236356,44.96317,88.048362,1.780317,17.979574,0.334236,0.060133,0.227591,1,1,247.463644,306.78683,-91.951638,1.780317,64.726466,0.434353,0.141937,3.206902,1,1,0.15,4.904959,0
115,35.351749,41.516008,76.236454,5,23.485361,0.431811,0.047878,0.281984,0,1,247.348251,310.233992,-103.763546,5,84.5473,0.552935,0.174587,1.582649,1,0,0.15,6.21393,0
116,35.751334,43.559729,125.804163,3.515375,17.396892,0.06713,4,0.020334,0,1,246.948666,308.190271,-54.195837,3.515375,62.628811,0.125314,4,0.440714,0,1,0.4,2.794693,0
117,36.00904,46.81293,137.154432,1.173579,10.858426,0.472133,0.091967,0,1,1,246.69096,304.93707,-42.845568,1.173579,39.090334,0.690751,0.238256,0.487527,1,1,0.25,0.528328,0
118,36.173339,45.807353,54.388433,2.168191,22.570204,0.060281,0.050169,0,0,1,246.526661,305.942647,-125.611567,2.168191,81.252734,0.6839,0.217075,0.344327,1,1,0.25,1.994193,0
119,36.182619,45.802577,54.310729,2.162089,22.606581,0.012867,0.048052,0,0,1,246.517381,305.947423,-125.689271,2.162089,81.383692,0.665466,0.116798,0.420076,1,1,0.15,2.005057,0
120,36.318526,41.645004,84.319556,5,23.787164,0.614245,0.063621,0.084209,0,1,246.381474,310.104996,-95.680444,5,85.63379,0.623893,0.145064,3.47798,1,0,0.2,7.396988,0
121,36.39541,45.799091,53.799703,2.167933,22.565834,0.000777,0.061897,0,0,1,246.30459,305.950909,-126.200297,2.167933,81.237002,0.563874,0.105022,0.945165,1,1,0.1,1.958626,0
122,36.399203,45.799555,53.803089,2.16743,22.5678,0.000534,0.0619,0,0,1,246.300797,305.950445,-126.196911,2.16743,81.24408,0.561889,0.156589,0.950771,1,1,0.15,1.958881,0
123,36.633523,43.251369,122.998741,4.001221,17.007753,0.866289,0.058561,0,1,1,246.066477,308.498631,-57.001259,4.001221,61.227911,1.23941,0.29031,0.12526,0,0,0.35,2.812464,0
124,37.10912,43.119186,123.63395,4.258442,18.193262,0.729854,0.144481,0,0,1,245.59088,308.630814,-56.36605,4.258442,65.495743,1.027448,4,0.945272,0,0,0.35,2.837882,0
125,37.109328,42.506679,123.399353,2.523838,11.05006,0.026516,0.10912,0.041809,1,1,245.590672,309.243321,-56.600647,2.523838,39.780216,1.084532,0.302436,0.231951,1,1,0.25,3.555095,0
126,37.509736,42.615435,117.197861,2.712467,13.911027,0.206016,0.080371,0.067003,1,1,245.190264,309.134565,-62.802139,2.712467,50.079697,0.245159,4,0.948843,0,1,0.65,4.522721,0
127,37.958862,44.169819,122.160494,3.135032,17.52315,0.629034,0.060439,0,1,1,244.741138,307.580181,-57.839506,3.135032,63.08334,0.885139,0.236195,0.353821,0,0,0.25,2.682012,0
128,37.959039,44.200316,122.148953,3.118385,17.570583,0.621823,0.056411,0,1,1,244.740961,307.549684,-57.851047,3.118385,63.254099,0.87742,0.236195,0.460607,0,0,0.2,2.674228,0
129,38.050394,43.543859,125.700012,2.215164,10.768923,0.431401,4,0,0,1,244.649606,308.206141,-54.299988,2.215164,38.768123,0.615217,0.21532,0.248747,1,1,0.15,2.529299,0
130,38.252302,43.487939,140.007734,3.848751,13.802574,0.351081,0.059713,0.040635,0,1,244.447698,308.262061,-39.992266,3.848751,49.689266,0.125768,4,0.24527,0,1,0.4,0.411362,0
131,38.252359,43.448592,139.923265,3.792831,13.814584,0.254229,0.059852,0.073529,0,1,244.447641,308.301408,-40.076735,3.792831,49.732502,0.125792,4,0.144013,0,1,0.55,0.273337,0
132,38.293172,44.298554,92.646443,1.739556,14.58816,0.062418,0.07039,0.03844,1,1,244.406828,307.451446,-87.353557,1.739556,52.517376,0.253982,0.128177,2.690333,1,1,0.3,5.513103,0
133,38.293793,44.298434,92.646602,1.73934,14.586909,0.064768,0.070372,0.039059,1,1,244.406207,307.451566,-87.353398,1.73934,52.512872,0.255422,0.093786,2.690547,1,1,0.4,5.513243,0
134,38.322925,44.2913,92.885744,1.722565,14.68076,0.051289,0.100401,0.096539,1,1,244.377075,307.4587,-87.114256,1.722565,52.850736,0.1384,0.18046,2.741568,1,1,0.25,5.506054,0
135,38.338139,44.290597,92.547645,1.734364,14.617463,0.030942,0.069439,0.056228,1,1,244.361861,307.459403,-87.452355,1.734364,52.622867,0.258027,0.286457,2.712605,1,1,0.2,5.528621,0
136,38.351943,44.974153,134.274334,2.400984,13.208909,0.612869,0.073579,0,1,1,244.348057,306.775847,-45.725666,2.400984,47.552072,0.363237,4,0.593194,0,1,0.5,0.715254,0
137,38.429362,43.425494,125.875018,2.230899,10,0.777927,0.108598,0,1,1,244.270638,308.324506,-54.124982,2.230899,36,0.759495,4,0.386113,0,1,0.2,2.305549,0
138,38.562695,43.381241,125.891474,2.209771,10,0.702223,0.155686,0,0,1,244.137305,308.368759,-54.108526,2.209771,36,0.684549,4,0.120399,0,1,0.2,2.367485,0
139,38.664428,46.31965,44.124362,1.401575,16.135219,0.047401,0.066764,0,1,1,244.035572,305.43035,-135.875638,1.401575,58.086788,0.215839,0.212784,0.323524,1,1,0.2,1.111856,0
140,38.712056,45.797637,99.996288,2.018696,22.546019,0.368108,0.048734,0,0,1,243.987944,305.952363,-80.003712,2.018696,81.165668,0.294674,4,2.626258,0,1,0.3,3.649076,0
141,39.073052,43.52792,125.109446,2.29478,10.655493,0.860355,0.094859,0,1,1,243.626948,308.22208,-54.890554,2.29478,38.359775,0.277708,4,0.010713,0,1,0.4,2.344519,0
142,39.30588,44.900392,45.48554,2.007157,15.219565,0.186971,0.080979,0,1,1,243.39412,306.849608,-134.51446,2.007157,54.790434,0.649201,0.119461,0,1,0,0.15,1.082703,0
143,39.449814,46.32038,40,1.426905,15.922351,0.052712,0.068401,0,1,1,243.250186,305.42962,-140,1.426905,57.320464,0.270147,0.266612,0.002267,1,1,0.1,0.804287,0
144,39.820996,46.576012,140.978984,2.022019,16.352854,0.611225,0.060742,0,1,1,242.879004,305.173988,-39.021016,2.022019,58.870274,0.453652,4,0,0,1,0.3,0.12706,0
145,39.925591,46.498092,144.067179,1.939238,16.45739,0.225491,0.180797,0,0,1,242.774409,305.251908,-35.932821,1.939238,59.246604,0.446373,4,0.412944,0,1,0.4,0.064484,0
146,40.160629,46.041439,160,3.685834,12.827836,0.357033,0.215377,0,0,1,242.539371,305.708561,-20,3.685834,46.18021,0.526107,4,0.140099,0,1,0.45,5.743681,0
147,40.287199,44.269293,93.383246,2.35752,20.03211,0.184922,0.050819,0,0,1,242.412801,307.480707,-86.616754,2.35752,72.115596,0.528276,4,2.677114,0,0,0.45,5.480281,0
148,40.291583,42.115266,137.663657,3.601765,11.786616,0.097128,4,0.018638,0,1,242.408417,309.634734,-42.336343,3.601765,42.431818,0.647951,4,0.326968,0,1,0.25,0.331207,0
149,40.310931,44.24818,93.408726,2.340938,20.145323,0.113043,0.080232,0,0,1,242.389069,307.50182,-86.591274,2.340938,72.523163,0.497704,4,0.985417,0,1,0.35,5.502157,0
150,40.332835,48,160,1.417188,16.642107,0.291145,0.362914,0,0,1,242.367165,303.75,-20,1.417188,59.911585,0.646069,4,0,0,1,0.45,1.132725,0
151,40.335651,46.781912,52.152876,1.485657,24.962694,0.061223,0.041944,0,0,1,242.364349,304.968088,-127.847124,1.485657,89.865698,0.924164,0.302494,0.826752,1,1,0.15,1.671879,0
152,40.339081,47.979604,159.89396,1.408188,16.613459,0.271767,0.36803,0,0,1,242.360919,303.770396,-20.10604,1.408188,59.808452,0.698964,4,0,0,1,0.55,1.096312,0
153,40.357209,44.271099,93.361886,2.360094,19.968283,0.213858,0.050333,0,0,1,242.342791,307.478901,-86.638114,2.360094,71.885819,0.634147,4,2.675252,0,0,0.4,5.478621,0
154,40.373594,46.777821,52.13118,1.475288,25,0.065275,0.044001,0,0,1,242.326406,304.972179,-127.86882,1.475288,90,0.934858,0.233603,0.864033,1,1,0.1,1.687385,0
155,40.441692,46.79393,52.12363,1.462023,24.986061,0.106541,0.041685,0,0,1,242.258308,304.95607,-127.87637,1.462023,89.94982,0.952397,0.302489,0.741983,1,1,0.2,1.681685,0
156,40.515193,46.748265,52.153302,1.477967,25,0.089145,0.041791,0,0,1,242.184807,305.001735,-127.846698,1.477967,90,0.986114,0.155207,0.633673,1,1,0.15,1.709839,0
157,40.649601,46.976872,103.759094,1,18.500098,0.290071,0.054051,0,1,1,242.050399,304.773128,-76.240906,1,66.600353,0.192725,4,0,0,1,0.35,2.526454,0
158,40.652995,46.911837,103.349652,1.007662,18.45016,0.252045,0.059485,0,1,1,242.047005,304.838163,-76.650348,1.007662,66.420576,0.300495,0.093783,0.332863,1,1,0.15,2.601299,0
159,40.708572,46.745966,103.52213,1,18.533924,0.108322,0.053436,0,1,1,241.991428,305.004034,-76.47787,1,66.722126,0.397842,0.286448,0.757313,1,1,0.2,2.765986,0
160,40.723164,46.745383,103.183872,1,18.471878,0.095943,0.061255,0,1,1,241.976836,305.004617,-76.816128,1,66.498761,0.456424,0.141939,0.171524,1,1,0.1,2.776838,0
161,40.834398,44.899735,130.3608,1.82853,15.206412,0.426373,0.069373,0.052317,1,1,241.865602,306.850265,-49.6392,1.82853,54.743083,0.645091,0.190072,0.223553,1,1,0.2,2.181799,0
162,40.838571,44.925976,130.202649,1.82523,15.176217,0.393325,0.069033,0.066738,1,1,241.861429,306.824024,-49.797351,1.82523,54.634381,0.629636,0.190079,0.139843,1,1,0.2,2.164956,0
163,40.855182,43.34958,98.06308,1.681844,12.164311,0.06347,0.081678,0.19708,1,1,241.844818,308.40042,-81.93692,1.681844,43.79152,0.425261,0.15892,0.854937,1,1,0.15,5.952694,0
164,40.942827,45.170844,129.172034,1.866592,15.158736,0.045024,4,0,0,1,241.757173,306.579156,-50.827966,1.866592,54.57145,0.328138,4,0.652355,0,1,0.3,1.917448,0
165,41.057751,44.900917,124.212706,1.493202,13.266822,0.302826,0.077993,0.01326,1,1,241.642249,306.849083,-55.787294,1.493202,47.760559,0.884134,0.286422,0.37032,1,1,0.1,2.717646,0
166,41.160833,45.914675,145.965819,2.535621,14.904831,0.557559,0.06579,0,1,1,241.539167,305.835325,-34.034181,2.535621,53.657392,0.288042,4,0,0,1,0.75,1.203599,0
167,41.332663,38.838614,105.342591,4.388691,16.434146,0.008294,0.080102,0.200645,1,1,241.367337,312.911386,-74.657409,4.388691,59.162926,1.870744,4,1.238618,0,0,0.2,8.825097,0
168,41.33553,38.839809,105.347474,4.385997,16.433972,0.009629,0.080371,0.186453,1,1,241.36447,312.910191,-74.652526,4.385997,59.162299,1.876774,0.286397,1.200875,1,0,0.15,8.824112,0
169,41.346319,38.83733,105.347016,4.387987,16.432715,0.022392,0.080928,0.140463,1,1,241.353681,312.91267,-74.652984,4.387987,59.157774,1.875844,4,1.179175,0,0,0.15,8.825052,0
170,41.349102,38.838915,105.340663,4.389071,16.431887,0.028343,0.081171,0.123126,1,1,241.350898,312.911085,-74.659337,4.389071,59.154793,1.882705,4,2.844491,0,0,0.15,8.823721,0
171,41.65435,38.713261,105.551655,4.384539,16.372364,0.032993,0.062115,0.317551,1,1,241.04565,313.036739,-74.448345,4.384539,58.94051,1.868688,0.241386,1.476544,1,0,0.2,8.894965,0
172,41.725445,43.999026,95.704089,1.989525,16.891587,0.065421,0.0678,0.018348,1,1,240.974555,307.750974,-84.295911,1.989525,60.809713,0.665198,0.382796,1.104422,1,0,0.15,5.563476,0
173,41.732893,43.995318,95.921015,2.007994,17.115291,0.021333,0.088209,0.039348,1,1,240.967107,307.754682,-84.078985,2.007994,61.615048,0.646846,0.238289,0.627293,0,0,0.2,5.552153,0
174,41.746482,43.999297,95.848198,2.01269,17.049388,0.057043,0.096828,0.006096,1,1,240.953518,307.750703,-84.151802,2.01269,61.377797,0.888662,0.286457,2.378462,0,0,0.15,5.551018,0
175,41.748951,43.999249,95.853939,2.01284,17.037702,0.071162,0.058196,0.005958,1,1,240.951049,307.750751,-84.146061,2.01284,61.335727,0.718724,0.190115,2.378578,1,0,0.2,5.550302,0
176,41.770429,38.770894,105.22379,4.355468,16.412665,0.009887,0.065461,0.275336,1,1,240.929571,312.979106,-74.77621,4.355468,59.085594,1.928846,0.266486,1.022241,1,0,0.2,8.89807,0
177,41.773302,38.772149,105.228665,4.35285,16.412487,0.016198,0.065638,0.260702,1,1,240.926698,312.977851,-74.771335,4.35285,59.084953,1.914264,0.286423,1.010013,1,0,0.25,8.897021,0
178,41.775335,38.770629,105.250161,4.358352,16.407972,0.018018,0.065407,0.242418,1,1,240.924665,312.979371,-74.749839,4.358352,59.068699,1.950305,0.286423,1.002532,1,0,0.15,8.892282,0
179,41.781202,38.768298,105.223349,4.357306,16.411416,0.021379,0.064917,0.228648,1,1,240.918798,312.981702,-74.776651,4.357306,59.081098,1.931947,0.388044,0.974271,1,0,0.2,8.899212,0
180,41.78815,43.998034,95.7384,1.996514,17.220065,0.024186,0.077418,0.066472,1,1,240.91185,307.751966,-84.2616,1.996514,61.992234,0.595767,0.23829,1.567572,1,0,0.2,5.567391,0
181,41.795201,43.990359,95.80396,2.01334,17.239365,0.04201,0.074687,0.053816,1,1,240.904799,307.759641,-84.19604,2.01334,62.061714,0.6469,0.067829,1.933641,1,0,0.15,5.567105,0
182,41.86965,48,150.870053,1,16.390019,0.384563,0.059398,0,1,1,240.83035,303.75,-29.129947,1,59.004068,0.421399,4,0,0,1,0.4,0.167014,0
183,41.878282,44.03405,96.047994,1.99066,17.201648,0.027293,0.084874,0.033004,1,1,240.821718,307.71595,-83.952006,1.99066,61.925933,0.623292,0.119437,0.623004,1,0,0.15,5.507768,0
184,42.007759,48,150.939539,1,16.390035,0.391468,0.060391,0,1,1,240.692241,303.75,-29.060461,1,59.004126,0.773053,4,0,0,1,0.35,0.176999,0
185,42.288029,45.759123,149.897858,2.809998,18.812043,0.229435,0.061257,0,1,1,240.411971,305.990877,-30.102142,2.809998,67.723355,0.70499,4,0.411074,0,1,0.25,0.837405,0
186,43.902852,47.861792,145.990035,1.026159,17.692952,0.427553,0.055853,0,1,1,238.797148,303.888208,-34.009965,1.026159,63.694627,0.278763,4,0,0,1,0.5,0.096925,0
187,43.994052,47.867169,145.950111,1.025325,17.753793,0.428586,0.056685,0,1,1,238.705948,303.882831,-34.049889,1.025325,63.913655,0.272483,4,0,0,1,0.5,0.09422,0
188,43.998125,47.895804,145.866507,1.026066,17.736802,0.464625,0.056637,0,1,1,238.701875,303.854196,-34.133493,1.026066,63.852487,0.250329,4,0,0,1,0.6,0.075454,0
189,43.999184,47.895286,145.738948,1.025581,17.739752,0.467696,0.056521,0,1,1,238.700816,303.854714,-34.261052,1.025581,63.863107,0.230609,4,0,0,1,0.6,0.080065,0
190,44.337055,47.941097,149.687521,1,17.718409,0.349856,0.068821,0,1,1,238.362945,303.808903,-30.312479,1,63.786272,0.565973,4,0,0,1,0.5,0.056394,0
191,44.344118,47.969686,149.531018,1,17.696368,0.38475,0.073065,0,1,1,238.355882,303.780314,-30.468982,1,63.706925,0.366277,0.141939,0,1,1,0.3,0.070942,0
192,45.62805,46.743538,151.285499,1.547101,15.231221,0.038735,4,0,0,1,237.07195,305.006462,-28.714501,1.547101,54.832396,0.649105,4,0.356071,0,1,0.3,0.617683,0
193,45.827355,48,160,1,15.422806,0.16496,0.207354,0,0,1,236.872645,303.75,-20,1,55.522102,0.839465,4,0,0,1,0.35,0.730446,0
194,45.915634,47.226839,154.109302,1.543496,18.275935,0.011442,0.066315,0,0,1,236.784366,304.523161,-25.890698,1.543496,65.793366,0.662271,4,0.221069,0,1,0.3,0.589932,0
195,46.402711,47.983058,154.742482,1,20.770884,0.100723,0.185311,0,0,1,236.297289,303.766942,-25.257518,1,74.775182,0.858388,0.141899,0.186261,1,1,0.2,0.041437,0
196,46.623284,39.514318,101.643004,4.624363,21.604037,0.121314,0.212153,0.012887,0,1,236.076716,312.235682,-78.356996,4.624363,77.774533,1.662887,4,0.221972,0,0,0.25,8.815123,0
197,46.658793,39.253599,101.290302,4.680336,21.513965,0.023853,0.05261,0.0867,0,1,236.041207,312.496401,-78.709698,4.680336,77.450274,1.67607,4,1.833724,0,0,0.4,9.102939,0
198,46.663204,39.255044,101.297533,4.672569,21.515259,0.010476,0.081082,0.067108,0,1,236.036796,312.494956,-78.702467,4.672569,77.454932,1.662403,4,1.822907,0,0,0.4,9.102627,0
199,47.101316,47.094367,137.859953,1.00052,18.960559,0.100174,0.074056,0,0,1,235.598684,304.655633,-42.140047,1.00052,68.258012,0.734823,0.10508,0.189273,1,1,0.2,1.125192,0
200,47.106169,40.820148,72.104482,2.947697,17.529151,0.014115,0.064028,0.065987,1,1,235.593831,310.929852,-107.895518,2.947697,63.104944,3.170499,0.485268,0,1,0,0.15,6.27019,0
201,47.127966,47.106209,136.668986,1,18.945636,0.051557,0.178805,0,0,1,235.572034,304.643791,-43.331014,1,68.20429,0.740013,4,0.064563,0,1,0.2,1.147665,0
202,47.275427,47.113224,136.729008,1,19.015214,0.04119,0.178138,0,0,1,235.424573,304.636776,-43.270992,1,68.45477,0.730424,4,0.061,0,1,0.3,1.139305,0
203,47.27751,40.785751,74.423795,2.944197,17.533089,0.01383,0.059676,0.119659,1,1,235.42249,310.964249,-105.576205,2.944197,63.11912,3.202116,0.489872,0,1,0,0.15,6.661511,0
204,47.300568,40.783088,74.212567,2.943505,17.532561,0.059706,0.059662,0.252058,1,1,235.399432,310.966912,-105.787433,2.943505,63.11722,3.232058,0.489908,0,1,0,0.25,6.630305,0
205,47.311975,35,105.000389,5,15.111268,0.158487,0.065828,0.248984,1,1,235.388025,316.75,-74.999611,5,54.400565,3.679276,4,0.391679,0,0,0.1,11.904521,0
206,47.322661,35,104.995643,5,15.111727,0.159829,0.065334,0.208188,1,1,235.377339,316.75,-75.004357,5,54.402217,3.418071,0.430872,0.352466,1,0,0.2,11.904903,0
207,47.32648,35,106.691724,5,15.354686,0.26963,0.154712,0.024664,1,1,235.37352,316.75,-73.308276,5,55.27687,2.567482,0.382705,1.203653,1,0,0.2,11.59656,0
208,47.511765,35,104.926196,5,15.486901,0.121681,0.111881,0.146288,1,1,235.188235,316.75,-75.073804,5,55.752844,3.225947,0.424258,1.361806,1,0,0.1,11.964453,0
209,47.513034,47.843126,155.743817,1,20.441406,0.040591,4,0,0,1,235.186966,303.906874,-24.256183,1,73.589062,1.252493,0.119381,0.428814,1,1,0.15,0.08373,0
210,47.631107,40.821318,71.875117,2.92688,17.544683,0.005271,0.088972,0.059656,1,1,235.068893,310.928682,-108.124883,2.92688,63.160859,3.296249,0.489838,0,1,0,0.2,6.22926,0
211,47.642724,45.983793,103.894424,1.55762,22.830528,0.299246,0.059048,0,0,1,235.057276,305.766207,-76.105576,1.55762,82.189901,0.124932,4,1.305289,0,1,0.6,3.283814,0
212,47.745192,46.120802,141.649513,2.789333,21.427561,0.826741,0.049941,0,0,1,234.954808,305.629198,-38.350487,2.789333,77.13922,0.567163,4,0,0,0,0.75,0.62823,0
213,47.863247,48,155.797326,1.004265,16.375753,0.349141,0.062751,0,1,1,234.836753,303.75,-24.202674,1.004265,58.952711,0.568849,4,0,0,1,0.35,0.610869,0
214,48.045485,48,155.628288,1.004422,16.376423,0.363007,0.06434,0,1,1,234.654515,303.75,-24.371712,1.004422,58.955123,0.429145,4,0,0,1,0.35,0.617106,0
